OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeinDays,HasName,Hour,Weekday,Month,Year,TimeofDay,IsMix,SimpleBreed,SimpleColor,Intact,Sex,Lifestage
0,16,0,3,640,220,60.0,0,11,2,9,2014,1,1,80,16,0,0,1
3,16,0,2,640,332,270.0,1,11,3,9,2014,1,1,80,27,0,1,1
4,12,1,3,1170,38,1460.0,0,14,3,12,2014,1,1,170,2,0,0,0
0,16,1,2,727,250,120.0,1,18,4,11,2014,0,0,98,18,0,1,1
4,12,0,1,640,318,3.0,0,18,1,7,2014,0,1,80,27,1,1,1
4,12,1,1,547,58,2190.0,1,15,7,5,2015,1,0,70,3,1,1,0
0,6,1,3,268,38,60.0,1,17,7,1,2014,0,0,39,2,0,0,1
4,14,0,0,640,63,240.0,0,15,5,4,2014,1,1,80,3,1,0,1
4,12,0,1,640,38,30.0,1,14,4,8,2014,1,1,80,2,1,1,1
4,14,0,0,640,5,120.0,0,14,3,11,2013,1,1,80,2,1,0,1
0,16,0,0,640,291,60.0,1,12,6,7,2015,1,1,80,24,1,0,1
3,16,1,0,1066,178,730.0,1,14,2,5,2014,1,1,159,9,1,0,0
0,16,1,2,543,307,120.0,0,15,6,4,2014,1,0,67,26,0,1,1
4,14,0,1,640,104,365.0,0,19,2,2,2016,0,1,80,4,1,1,0
0,6,0,3,1251,214,90.0,0,11,5,7,2015,1,1,184,15,0,0,1
4,12,0,1,640,38,60.0,0,14,3,7,2014,1,1,80,2,1,1,1
0,6,0,3,640,220,120.0,1,10,5,12,2015,2,1,80,16,0,0,1
0,16,1,2,1113,89,1825.0,1,12,1,6,2015,1,0,161,4,0,1,0
3,16,1,3,1066,185,730.0,1,14,5,1,2014,1,1,159,9,0,0,0
4,12,0,0,640,104,14.0,0,13,5,7,2014,1,1,80,4,1,0,1
0,16,0,3,640,5,60.0,1,11,3,11,2014,1,1,80,2,0,0,1
0,16,1,3,450,289,300.0,0,18,1,11,2015,0,1,61,23,0,0,1
4,12,1,2,1130,38,730.0,0,13,3,6,2014,1,0,163,2,0,1,0
0,16,1,3,68,318,300.0,1,17,2,11,2015,0,0,13,27,0,0,1
4,12,0,1,640,41,28.0,0,16,6,7,2014,0,1,80,3,1,1,1
3,16,1,2,60,179,365.0,1,16,1,6,2014,0,0,13,9,0,1,0
0,16,0,3,640,111,210.0,1,17,2,1,2015,0,1,80,4,0,0,1
0,6,1,3,1066,130,730.0,1,14,6,2,2015,1,1,159,4,0,0,0
4,12,1,3,754,38,2555.0,1,16,6,1,2015,0,0,103,2,0,0,0
0,16,0,2,640,104,60.0,1,18,4,7,2015,0,1,80,4,0,1,1
2,15,0,2,640,38,4380.0,1,18,2,8,2015,0,1,80,2,0,1,0
4,12,1,0,74,307,1095.0,1,14,3,9,2014,1,1,15,26,1,0,0
4,12,0,3,640,38,90.0,1,11,6,12,2014,1,1,80,2,0,0,1
0,16,1,3,497,238,730.0,1,18,6,10,2015,0,0,63,18,0,0,0
3,16,1,0,847,358,4380.0,1,16,3,4,2014,0,1,124,28,1,0,0
0,16,1,3,681,5,365.0,1,12,2,3,2015,1,1,95,2,0,0,0
4,12,1,2,847,358,1095.0,0,16,6,8,2014,0,1,124,28,0,1,0
0,16,0,3,640,139,30.0,1,17,1,5,2014,0,1,80,6,0,0,1
4,12,1,4,847,318,6.0,0,9,6,3,2015,2,1,124,27,2,2,1
3,16,1,3,1170,307,270.0,1,17,6,11,2013,0,1,170,26,0,0,1
0,16,0,3,632,38,60.0,1,18,1,11,2014,0,1,78,2,0,0,1
2,0,1,2,13,289,730.0,1,17,4,6,2015,0,0,4,23,0,1,0
3,16,1,2,27,318,2555.0,1,17,2,12,2015,0,1,7,27,0,1,0
4,12,1,2,847,41,120.0,1,16,2,3,2014,0,1,124,3,0,1,1
0,16,0,2,640,216,3650.0,1,15,3,5,2015,1,1,80,16,0,1,0
3,16,1,3,450,274,1825.0,1,16,5,2,2014,0,1,61,23,0,0,0
0,16,1,3,1130,165,730.0,1,16,1,3,2015,0,0,163,7,0,0,0
0,16,1,2,450,289,1825.0,1,15,7,9,2014,1,1,61,23,0,1,0
0,16,0,2,1251,186,150.0,1,17,4,10,2014,0,1,184,10,0,1,1
0,16,0,2,640,38,365.0,0,18,4,4,2015,0,1,80,2,0,1,0
4,12,1,1,846,136,365.0,1,12,6,11,2015,1,0,124,5,1,1,0
4,12,0,2,637,5,120.0,1,13,5,12,2014,1,1,79,2,0,1,1
4,12,1,3,481,353,730.0,1,17,5,2,2014,0,0,61,27,0,0,0
2,0,1,1,1197,36,1095.0,1,17,5,4,2014,0,1,173,2,1,1,0
4,12,0,1,639,41,28.0,0,17,6,4,2015,0,0,80,3,1,1,1
4,12,0,4,640,38,21.0,0,18,3,5,2015,0,1,80,2,2,2,1
4,12,0,0,640,296,21.0,0,12,4,6,2015,1,1,80,25,1,0,1
4,12,1,3,846,5,730.0,1,13,7,7,2015,1,0,124,2,0,0,0
0,16,1,2,307,130,365.0,1,19,1,11,2015,0,1,42,4,0,1,0
4,12,0,1,640,63,14.0,0,17,1,8,2014,0,1,80,3,1,1,1
0,16,1,2,811,353,730.0,0,14,6,10,2014,1,1,117,27,0,1,0
3,16,1,1,1087,250,270.0,1,12,2,10,2015,1,0,159,18,1,1,1
0,16,1,2,869,88,1095.0,1,15,1,1,2014,1,0,124,4,0,1,0
2,15,0,0,640,296,30.0,1,9,6,6,2015,2,1,80,25,1,0,1
0,16,1,2,209,307,730.0,1,14,1,2,2015,1,0,30,26,0,1,0
4,14,0,2,640,104,730.0,0,19,3,1,2016,0,1,80,4,0,1,0
4,12,1,2,1105,96,120.0,0,18,6,7,2014,0,1,161,4,0,1,1
3,16,1,1,648,89,1095.0,1,17,6,10,2015,0,0,82,4,1,1,0
4,12,1,2,1066,130,365.0,1,17,6,12,2014,0,1,159,4,0,1,0
4,12,0,1,637,111,30.0,1,18,5,9,2014,0,1,79,4,1,1,1
0,16,1,3,450,329,365.0,1,13,7,5,2014,1,1,61,27,0,0,0
4,12,1,2,847,36,60.0,0,12,5,1,2016,1,1,124,2,0,1,1
3,16,1,3,449,88,3285.0,1,18,2,5,2015,0,0,61,4,0,0,0
0,16,1,2,1066,88,730.0,1,18,1,5,2015,0,1,159,4,0,1,0
0,16,1,3,1116,324,180.0,1,11,7,11,2015,1,1,163,27,0,0,1
0,16,1,2,442,307,90.0,0,13,3,3,2015,1,0,60,26,0,1,1
0,6,1,2,861,165,30.0,1,16,2,7,2014,0,0,124,7,0,1,1
4,12,1,0,1365,36,365.0,1,0,3,11,2015,3,1,219,2,1,0,0
0,16,1,3,1066,86,730.0,1,14,6,5,2014,1,1,159,3,0,0,0
3,16,1,3,847,38,1095.0,1,16,7,3,2014,0,1,124,2,0,0,0
0,16,0,1,1251,205,60.0,1,14,7,10,2015,1,1,184,13,1,1,1
3,16,1,3,55,86,730.0,1,17,1,3,2014,0,1,12,3,0,0,0
3,16,1,2,582,98,730.0,1,12,5,10,2013,1,0,70,4,0,1,0
0,16,1,2,561,114,60.0,0,17,2,8,2014,0,1,72,4,0,1,1
2,15,0,3,632,296,4380.0,1,18,2,7,2014,0,1,78,25,0,0,0
4,14,0,2,640,41,730.0,0,13,5,1,2014,1,1,80,3,0,1,0
2,15,1,0,847,5,240.0,1,14,3,1,2015,1,1,124,2,1,0,1
2,15,0,0,640,111,3650.0,1,9,3,1,2016,2,1,80,4,1,0,0
0,16,0,2,637,216,60.0,1,15,2,7,2014,1,1,79,16,0,1,1
0,16,1,2,450,137,90.0,1,17,7,6,2014,0,1,61,5,0,1,1
3,16,1,2,241,86,365.0,1,14,4,12,2013,1,0,35,3,0,1,0
4,14,0,0,640,296,730.0,0,9,4,6,2014,2,1,80,25,1,0,0
0,16,0,2,640,63,60.0,1,19,1,11,2015,0,1,80,3,0,1,1
0,6,0,3,1251,205,90.0,1,18,7,9,2014,0,1,184,13,0,0,1
0,16,1,3,962,318,2555.0,0,17,4,3,2015,0,1,136,27,0,0,0
0,16,1,3,559,88,730.0,1,15,7,3,2015,1,1,70,4,0,0,0
3,16,1,0,307,98,120.0,1,18,4,10,2014,0,1,42,4,1,0,1
0,16,0,3,640,104,60.0,1,17,3,12,2015,0,1,80,4,0,0,1
0,16,0,2,640,347,90.0,1,12,7,9,2015,1,1,80,27,0,1,1
4,12,0,3,674,347,730.0,1,12,6,12,2013,1,1,91,27,0,0,0
0,16,0,3,640,38,180.0,1,19,1,12,2013,0,1,80,2,0,0,1
4,12,0,0,640,291,4.0,0,15,4,4,2015,1,1,80,24,1,0,1
0,6,0,3,640,104,90.0,0,17,7,7,2014,0,1,80,4,0,0,1
0,16,0,3,1251,297,150.0,1,17,3,11,2014,0,1,184,25,0,0,1
4,12,0,2,640,220,60.0,1,13,5,10,2015,1,1,80,16,0,1,1
4,12,0,0,640,111,30.0,1,15,4,9,2014,1,1,80,4,1,0,1
2,0,1,3,1066,38,365.0,1,18,1,11,2013,0,1,159,2,0,0,0
4,12,1,1,74,114,30.0,0,11,3,10,2013,1,1,15,4,1,1,1
3,16,1,3,450,36,1095.0,0,18,1,11,2013,0,1,61,2,0,0,0
0,16,1,2,868,5,1095.0,1,11,3,6,2014,1,0,124,2,0,1,0
3,16,1,1,155,307,2190.0,1,16,3,8,2014,0,0,21,26,1,1,0
0,16,1,1,1066,324,240.0,1,14,1,7,2015,1,1,159,27,1,1,1
0,16,0,2,640,111,120.0,0,14,4,9,2014,1,1,80,4,0,1,1
3,16,1,2,518,358,1095.0,1,12,3,3,2014,1,1,65,28,0,1,0
3,16,1,1,450,307,28.0,0,11,6,12,2013,1,1,61,26,1,1,1
3,16,0,3,640,291,60.0,1,17,1,1,2016,0,1,80,24,0,0,1
4,12,1,1,74,137,60.0,0,8,4,10,2015,2,1,15,5,1,1,1
2,15,1,1,585,5,365.0,1,18,3,9,2015,0,0,70,2,1,1,0
3,16,1,2,518,5,1825.0,1,16,3,11,2015,0,1,65,2,0,1,0
3,16,1,3,238,307,2555.0,1,12,7,12,2015,1,0,35,26,0,0,0
0,6,0,3,632,41,60.0,0,17,2,6,2015,0,1,78,3,0,0,1
3,16,1,2,1066,38,1095.0,1,18,4,11,2015,0,1,159,2,0,1,0
0,16,0,0,640,291,30.0,0,17,7,10,2014,0,1,80,24,1,0,1
0,16,1,2,962,131,2190.0,1,17,2,10,2015,0,1,136,5,0,1,0
4,12,1,0,847,165,60.0,1,16,6,4,2015,0,1,124,7,1,0,1
2,13,1,2,1066,329,730.0,1,8,7,7,2015,2,1,159,27,0,1,0
4,12,0,4,640,220,14.0,0,17,7,10,2015,0,1,80,16,2,2,1
4,14,0,0,640,38,365.0,0,9,6,1,2015,2,1,80,2,1,0,0
3,16,1,3,227,36,730.0,1,12,1,2,2015,1,1,32,2,0,0,0
0,6,0,2,640,5,60.0,1,19,1,7,2014,0,1,80,2,0,1,1
0,16,0,2,640,216,60.0,1,20,2,10,2015,3,1,80,16,0,1,1
2,10,0,2,1251,211,2920.0,0,18,3,12,2013,0,1,184,15,0,1,0
4,12,1,4,847,318,7.0,0,16,5,12,2015,0,1,124,27,2,2,1
3,16,1,2,450,318,4380.0,1,13,4,7,2015,1,1,61,27,0,1,0
3,16,1,3,1066,165,365.0,1,13,4,3,2015,1,1,159,7,0,0,0
3,16,1,3,1006,166,4015.0,1,16,7,6,2015,0,0,141,8,0,0,0
4,12,0,0,640,68,14.0,0,16,2,9,2014,0,1,80,3,1,0,1
3,16,1,2,249,38,730.0,1,11,5,4,2014,1,1,39,2,0,1,0
4,12,1,2,696,36,730.0,1,16,3,1,2015,0,1,98,2,0,1,0
0,16,1,2,450,5,730.0,1,14,5,11,2015,1,1,61,2,0,1,0
3,16,1,2,450,88,1095.0,1,11,3,6,2015,1,1,61,4,0,1,0
4,12,0,4,640,5,5.0,0,12,3,6,2015,1,1,80,2,2,2,1
2,15,0,1,640,332,21.0,0,19,1,5,2015,0,1,80,27,1,1,1
0,16,1,3,811,307,300.0,0,17,6,3,2014,0,1,117,26,0,0,1
3,16,0,3,640,104,2555.0,1,14,2,1,2014,1,1,80,4,0,0,0
3,16,1,2,1066,250,2555.0,1,17,6,7,2014,0,1,159,18,0,1,0
3,16,1,1,1254,38,1095.0,1,15,7,12,2015,1,0,185,2,1,1,0
3,16,1,3,1217,5,730.0,1,15,2,11,2013,1,0,179,2,0,0,0
3,16,0,2,637,63,730.0,0,19,3,12,2015,0,1,79,3,0,1,0
3,16,1,3,847,226,365.0,1,14,1,12,2015,1,1,124,18,0,0,0
0,16,0,3,640,139,150.0,1,16,1,12,2015,0,1,80,6,0,0,1
4,14,0,4,640,5,240.0,0,9,2,10,2014,2,1,80,2,2,2,1
0,6,0,1,632,104,90.0,1,14,5,12,2014,1,1,78,4,1,1,1
0,16,1,2,450,274,365.0,1,14,6,3,2015,1,1,61,23,0,1,0
0,16,0,3,637,306,120.0,1,17,7,11,2013,0,1,79,25,0,0,1
4,14,0,1,640,167,365.0,0,15,4,2,2014,1,1,80,8,1,1,0
4,12,1,2,1066,289,365.0,1,16,6,11,2014,0,1,159,23,0,1,0
0,16,0,2,640,5,60.0,1,15,6,8,2015,1,1,80,2,0,1,1
0,16,1,3,847,5,240.0,1,19,1,12,2013,0,1,124,2,0,0,1
4,14,0,0,640,139,365.0,0,9,6,8,2015,2,1,80,6,1,0,0
3,16,1,2,438,166,1825.0,1,18,5,11,2015,0,1,60,8,0,1,0
4,12,1,0,450,318,28.0,0,17,6,9,2015,0,1,61,27,1,0,1
3,16,1,3,847,358,1095.0,1,16,2,6,2014,0,1,124,28,0,0,0
0,16,1,3,1066,38,1095.0,1,14,5,11,2015,1,1,159,2,0,0,0
0,16,1,3,249,307,60.0,1,17,2,1,2015,0,1,39,26,0,0,1
4,12,1,1,1066,329,90.0,1,15,4,6,2015,1,1,159,27,1,1,1
3,16,1,0,1365,37,3650.0,1,15,5,4,2015,1,1,219,2,1,0,0
3,16,1,2,27,274,1825.0,1,17,3,1,2016,0,1,7,23,0,1,0
4,12,0,1,640,104,28.0,0,11,4,11,2015,1,1,80,4,1,1,1
4,12,1,2,306,130,2555.0,1,15,1,3,2015,1,0,42,4,0,1,0
3,16,1,3,961,2,365.0,1,14,5,1,2015,1,0,136,1,0,0,0
0,16,0,1,640,216,90.0,1,18,1,8,2015,0,1,80,16,1,1,1
3,16,0,2,640,38,1460.0,1,14,4,3,2015,1,1,80,2,0,1,0
3,16,1,0,811,329,1095.0,1,15,5,2,2015,1,1,117,27,1,0,0
0,6,1,2,450,114,30.0,1,17,7,3,2014,0,1,61,4,0,1,1
4,12,0,0,640,104,14.0,0,13,2,4,2015,1,1,80,4,1,0,1
4,12,0,4,640,104,14.0,0,14,7,9,2015,1,1,80,4,2,2,1
4,12,0,4,640,104,6.0,0,12,3,7,2015,1,1,80,4,2,2,1
3,16,1,3,696,276,365.0,1,11,1,3,2015,1,1,98,23,0,0,0
4,12,0,0,640,139,28.0,0,11,2,10,2013,1,1,80,6,1,0,1
3,16,0,3,1207,41,2920.0,1,13,4,10,2013,1,1,174,3,0,0,0
4,12,0,0,640,306,30.0,1,16,3,4,2014,0,1,80,25,1,0,1
3,16,1,2,616,36,3650.0,1,11,3,2,2016,1,0,75,2,0,1,0
3,16,0,2,615,166,120.0,1,18,3,11,2015,0,1,74,8,0,1,1
3,16,1,2,1324,307,1095.0,1,17,3,6,2015,0,1,208,26,0,1,0
4,12,1,1,101,5,730.0,1,17,4,2,2015,0,0,15,2,1,1,0
3,16,1,3,74,252,2920.0,1,15,2,1,2014,1,1,15,20,0,0,0
0,16,1,3,1372,342,1095.0,1,18,4,3,2014,0,0,219,27,0,0,0
0,16,1,2,1193,248,270.0,1,18,2,4,2015,0,0,172,18,0,1,1
0,16,0,2,640,220,90.0,1,14,4,10,2013,1,1,80,16,0,1,1
2,15,1,4,90,278,3285.0,0,16,4,4,2015,0,0,15,23,2,2,0
0,16,1,2,891,89,365.0,1,16,7,11,2014,0,0,124,4,0,1,0
0,16,0,3,640,216,120.0,1,16,3,1,2014,0,1,80,16,0,0,1
2,15,0,1,640,216,1460.0,0,11,7,5,2014,1,1,80,16,1,1,0
3,16,1,3,450,353,730.0,1,18,3,5,2015,0,1,61,27,0,0,0
4,12,1,1,1066,130,14.0,0,12,7,6,2014,1,1,159,4,1,1,1
0,16,0,2,640,167,60.0,1,18,2,11,2014,0,1,80,8,0,1,1
0,16,0,2,637,220,3650.0,1,16,2,12,2014,0,1,79,16,0,1,0
4,12,0,0,640,5,60.0,1,18,4,10,2013,0,1,80,2,1,0,1
3,16,1,2,450,354,1095.0,1,14,2,7,2014,1,1,61,27,0,1,0
4,12,0,2,640,339,2190.0,1,12,5,12,2014,1,1,80,27,0,1,0
4,12,1,3,713,114,2555.0,1,12,4,4,2014,1,0,98,4,0,0,0
0,6,0,3,640,139,60.0,1,10,5,6,2015,2,1,80,6,0,0,1
0,16,0,2,640,104,120.0,1,13,4,10,2013,1,1,80,4,0,1,1
4,12,1,2,847,88,1825.0,1,13,2,11,2015,1,1,124,4,0,1,0
3,16,1,2,450,38,2190.0,1,17,7,11,2014,0,1,61,2,0,1,0
2,15,0,2,637,38,2920.0,0,18,5,10,2013,0,1,79,2,0,1,0
2,15,1,2,859,289,730.0,1,17,5,12,2014,0,0,124,23,0,1,0
0,16,0,2,1271,211,60.0,0,13,3,10,2015,1,1,189,15,0,1,1
0,16,1,3,496,226,120.0,0,16,2,5,2015,0,0,63,18,0,0,1
2,15,0,4,640,38,365.0,0,9,7,8,2014,2,1,80,2,2,2,0
0,16,1,2,585,5,60.0,0,17,4,1,2016,0,0,70,2,0,1,1
0,16,0,2,640,111,1825.0,1,15,6,12,2013,1,1,80,4,0,1,0
4,12,0,3,640,38,60.0,0,12,4,5,2015,1,1,80,2,0,0,1
3,16,0,2,640,320,1095.0,1,18,2,6,2015,0,1,80,27,0,1,0
3,16,1,2,383,307,1095.0,1,18,5,6,2015,0,1,55,26,0,1,0
0,16,1,3,450,274,1095.0,0,13,3,12,2015,1,1,61,23,0,0,0
4,12,0,0,640,104,30.0,1,12,1,6,2014,1,1,80,4,1,0,1
0,6,1,3,450,5,60.0,1,17,7,10,2013,0,1,61,2,0,0,1
0,16,0,3,640,318,730.0,1,18,7,12,2015,0,1,80,27,0,0,0
3,16,0,2,640,86,1460.0,1,15,4,12,2015,1,1,80,3,0,1,0
1,8,0,1,1271,260,21.0,1,9,4,7,2015,2,1,189,21,1,1,1
0,16,1,2,786,129,2555.0,1,18,5,2,2015,0,0,107,4,0,1,0
4,12,0,0,632,296,60.0,1,14,6,7,2015,1,1,78,25,1,0,1
0,16,1,3,967,355,1460.0,1,17,3,1,2014,0,0,136,27,0,0,0
4,12,0,2,637,111,60.0,1,16,3,10,2014,0,1,79,4,0,1,1
4,14,0,4,640,296,730.0,0,18,2,11,2015,0,1,80,25,2,2,0
4,12,1,0,112,5,30.0,0,13,6,8,2015,1,1,16,2,1,0,1
0,16,0,2,640,5,1095.0,1,18,3,6,2014,0,1,80,2,0,1,0
0,16,0,3,640,104,90.0,1,13,7,6,2014,1,1,80,4,0,0,1
2,15,0,1,640,216,28.0,0,16,7,10,2013,0,1,80,16,1,1,1
4,12,1,0,696,226,30.0,0,9,5,9,2015,2,1,98,18,1,0,1
4,12,1,3,847,38,150.0,1,12,1,2,2016,1,1,124,2,0,0,1
0,16,0,3,640,296,60.0,1,17,1,7,2014,0,1,80,25,0,0,1
1,7,0,1,640,104,30.0,0,16,6,7,2014,0,1,80,4,1,1,1
0,16,1,3,847,320,730.0,1,12,7,12,2015,1,1,124,27,0,0,0
0,16,1,3,787,307,4380.0,1,17,6,11,2013,0,1,107,26,0,0,0
3,16,1,2,60,114,730.0,1,9,2,12,2014,2,0,13,4,0,1,0
3,16,1,1,55,185,270.0,1,16,3,12,2015,0,1,12,9,1,1,1
3,16,1,3,156,329,3285.0,1,13,1,6,2014,1,1,21,27,0,0,0
0,16,1,3,980,131,730.0,1,16,2,1,2015,0,1,137,5,0,0,0
0,6,0,3,640,111,60.0,1,12,5,7,2015,1,1,80,4,0,0,1
0,16,1,3,1197,25,150.0,1,12,1,9,2014,1,1,173,2,0,0,1
0,16,1,3,954,276,120.0,1,11,2,8,2015,1,1,134,23,0,0,1
4,12,0,4,640,111,14.0,0,14,4,3,2015,1,1,80,4,2,2,1
0,16,1,2,847,38,60.0,1,19,7,1,2016,0,1,124,2,0,1,1
4,12,0,2,640,195,14.0,0,12,4,9,2014,1,1,80,12,0,1,1
0,16,1,2,1186,114,60.0,1,17,1,10,2014,0,1,171,4,0,1,1
0,6,0,2,640,5,60.0,1,8,3,6,2015,2,1,80,2,0,1,1
4,12,0,1,640,111,21.0,0,18,7,5,2015,0,1,80,4,1,1,1
4,12,0,2,640,38,120.0,1,12,4,10,2015,1,1,80,2,0,1,1
0,16,1,2,450,130,730.0,1,18,5,12,2014,0,1,61,4,0,1,0
4,12,0,2,640,5,4380.0,1,14,3,7,2014,1,1,80,2,0,1,0
3,16,1,3,2,289,730.0,1,15,5,12,2013,1,1,2,23,0,0,0
3,16,1,2,1116,130,730.0,1,12,1,1,2014,1,1,163,4,0,1,0
3,16,1,0,1066,86,1095.0,1,18,4,7,2014,0,1,159,3,1,0,0
0,16,1,3,585,259,60.0,0,17,1,7,2014,0,0,70,20,0,0,1
2,0,1,1,1066,78,1095.0,1,15,4,3,2014,1,1,159,3,1,1,0
3,16,1,3,847,25,1825.0,1,12,6,5,2014,1,1,124,2,0,0,0
0,16,1,2,267,86,240.0,1,13,1,5,2015,1,0,39,3,0,1,1
0,16,0,2,640,38,3650.0,1,18,6,1,2015,0,1,80,2,0,1,0
4,12,1,0,962,38,30.0,0,16,4,7,2014,0,1,136,2,1,0,1
0,16,1,3,407,359,365.0,1,12,2,1,2015,1,1,57,28,0,0,0
0,16,1,2,1308,252,2190.0,1,18,6,7,2015,0,1,199,20,0,1,0
0,16,0,3,640,104,1095.0,1,17,1,7,2015,0,1,80,4,0,0,0
0,16,0,2,640,111,60.0,1,19,3,11,2014,0,1,80,4,0,1,1
3,16,1,3,112,36,180.0,1,18,6,2,2016,0,1,16,2,0,0,1
0,16,1,0,1066,86,365.0,1,18,3,11,2013,0,1,159,3,1,0,0
4,12,1,0,249,38,14.0,0,14,3,1,2015,1,1,39,2,1,0,1
4,12,1,2,1028,38,730.0,1,14,6,3,2014,1,0,150,2,0,1,0
4,12,0,4,640,306,21.0,0,14,6,5,2015,1,1,80,25,2,2,1
4,14,0,1,640,5,150.0,0,9,6,10,2014,2,1,80,2,1,1,1
4,14,0,0,640,296,365.0,0,15,5,11,2013,1,1,80,25,1,0,0
4,12,1,3,988,194,365.0,1,13,4,9,2014,1,0,137,12,0,0,0
3,16,0,3,640,86,365.0,1,13,4,1,2015,1,1,80,3,0,0,0
0,16,1,2,878,274,60.0,0,19,2,12,2015,0,0,124,23,0,1,1
0,16,0,3,640,296,60.0,1,17,4,6,2014,0,1,80,25,0,0,1
2,15,1,1,517,353,3650.0,0,12,3,10,2013,1,0,65,27,1,1,0
0,16,1,3,307,330,730.0,1,14,4,7,2014,1,1,42,27,0,0,0
0,16,1,2,249,289,90.0,1,17,2,1,2014,0,1,39,23,0,1,1
4,12,0,4,640,318,14.0,0,14,5,8,2014,1,1,80,27,2,2,1
4,12,0,4,640,104,14.0,0,14,7,9,2015,1,1,80,4,2,2,1
0,16,1,3,450,289,365.0,0,18,7,9,2014,0,1,61,23,0,0,0
3,16,1,2,504,5,2555.0,1,11,2,9,2014,1,1,64,2,0,1,0
0,6,0,2,640,167,60.0,1,16,2,10,2013,0,1,80,8,0,1,1
4,12,1,0,847,318,730.0,1,18,2,7,2014,0,1,124,27,1,0,0
3,16,1,2,847,187,4380.0,1,12,7,2,2016,1,1,124,11,0,1,0
4,12,0,1,640,318,28.0,0,17,5,6,2015,0,1,80,27,1,1,1
0,16,0,3,640,16,60.0,1,16,1,11,2015,0,1,80,2,0,0,1
2,3,1,2,1066,98,365.0,0,10,7,7,2014,2,1,159,4,0,1,0
0,6,0,3,640,139,60.0,1,8,4,1,2016,2,1,80,6,0,0,1
4,12,0,0,640,139,30.0,0,13,5,6,2014,1,1,80,6,1,0,1
0,16,1,3,125,165,60.0,0,17,7,5,2014,0,1,17,7,0,0,1
2,15,1,1,559,307,30.0,0,16,2,6,2015,0,1,70,26,1,1,1
4,12,1,2,696,130,365.0,1,11,2,7,2014,1,1,98,4,0,1,0
4,12,0,2,640,220,365.0,1,0,1,2,2016,3,1,80,16,0,1,0
3,16,1,2,234,86,365.0,1,13,7,11,2014,1,1,35,3,0,1,0
0,6,1,2,566,36,30.0,1,17,7,8,2015,0,0,72,2,0,1,1
4,12,1,0,450,88,30.0,0,12,1,5,2015,1,1,61,4,1,0,1
0,16,0,2,1251,211,60.0,0,14,1,6,2014,1,1,184,15,0,1,1
4,14,0,1,640,5,365.0,0,9,4,5,2015,2,1,80,2,1,1,0
4,12,0,2,640,216,730.0,1,23,1,12,2013,3,1,80,16,0,1,0
0,16,0,2,640,216,60.0,1,11,1,9,2015,1,1,80,16,0,1,1
3,16,1,2,980,318,730.0,1,17,3,1,2015,0,1,137,27,0,1,0
0,16,1,2,665,130,120.0,1,18,2,3,2015,0,1,86,4,0,1,1
0,16,1,3,853,38,365.0,1,19,3,1,2015,0,0,124,2,0,0,0
0,16,1,3,450,130,730.0,1,13,4,10,2013,1,1,61,4,0,0,0
0,16,0,2,640,86,210.0,1,18,4,1,2016,0,1,80,3,0,1,1
3,16,1,2,712,128,365.0,1,14,7,6,2015,1,0,98,4,0,1,0
0,16,1,2,980,31,1095.0,0,17,3,10,2014,0,1,137,2,0,1,0
4,12,1,1,1102,130,180.0,1,11,7,4,2014,1,0,159,4,1,1,1
3,16,1,0,1365,36,1095.0,1,11,4,10,2015,1,1,219,2,1,0,0
4,12,1,3,1066,89,365.0,1,0,1,5,2015,3,1,159,4,0,0,0
0,16,1,3,112,36,730.0,1,14,7,10,2014,1,1,16,2,0,0,0
4,12,1,1,1158,69,300.0,1,15,1,9,2014,1,1,168,3,1,1,1
4,12,1,0,1370,25,60.0,1,15,3,1,2015,1,0,219,2,1,0,1
0,16,1,3,1066,130,1825.0,1,18,7,2,2016,0,1,159,4,0,0,0
0,6,1,2,112,252,60.0,1,10,4,8,2014,2,1,16,20,0,1,1
2,15,0,3,640,139,3650.0,1,17,6,3,2014,0,1,80,6,0,0,0
4,12,1,2,1066,342,730.0,1,12,3,11,2013,1,1,159,27,0,1,0
0,16,1,2,847,114,120.0,1,13,5,10,2013,1,1,124,4,0,1,1
0,6,0,3,640,318,365.0,1,16,1,5,2015,0,1,80,27,0,0,0
3,16,1,3,1345,318,365.0,1,13,3,4,2014,1,0,215,27,0,0,0
0,16,1,3,847,5,180.0,1,16,1,12,2013,0,1,124,2,0,0,1
4,12,0,3,640,324,1095.0,1,16,2,4,2015,0,1,80,27,0,0,0
0,16,1,3,450,5,60.0,0,14,7,10,2014,1,1,61,2,0,0,1
4,14,0,4,640,38,365.0,0,9,4,8,2015,2,1,80,2,2,2,0
4,12,0,2,640,5,60.0,1,15,2,11,2013,1,1,80,2,0,1,1
0,6,0,2,632,168,120.0,1,8,3,8,2014,2,1,78,8,0,1,1
0,16,0,3,1251,211,365.0,1,18,1,10,2015,0,1,184,15,0,0,0
2,0,1,3,1066,320,365.0,1,15,5,10,2014,1,1,159,27,0,0,0
3,16,1,2,559,88,730.0,1,18,5,9,2015,0,1,70,4,0,1,0
0,16,0,3,637,63,180.0,1,11,5,1,2016,1,1,79,3,0,0,1
4,12,0,1,632,216,30.0,1,14,2,10,2014,1,1,78,16,1,1,1
4,12,0,1,640,104,30.0,0,15,7,7,2014,1,1,80,4,1,1,1
